,sent_1,sent_2,score
3624,43 killed in bus crash,15 killed in crash in India,0.32
3625,Putin sworn in as Russian president,Putin sworn in as Russia's president for 6 years,0.8
3626,China trade returns to surplus in March,Tense calm returns to south Tel Aviv,0.0
3627,Highlights of the Vice Presidential debate,Five things to watch in the presidential debate,0.44000000000000006
3628,2 pro-Palestinian activists arrested at B-G Airport,Dozens of 'flytilla' activists protest at Paris airport,0.44000000000000006
3629,"Full Episode: Nightline 6/29: Katie Holmes, Tom Cruise to Divorce","Custody, images at stake in Cruise-Holmes divorce",0.27999999999999997
3630,Syrian regime denies role in Houla massacre,Syria blames rebels for Houla massacre of over 100,0.6
3631,South Sudan accuses Sudan of bombings ahead of talks,S. Sudan accuses Sudan of bombing in blow to talks,0.8800000000000001
3632,Conspiracy against me - Lance,Day begins amid panic,0.04
3633,Spanish jobless rate soars past 25 per cent,"US jobless rate seen rising, offering Obama no relief",0.2
3634,Nine killed in gun attack in Pakistan,Five million citizens get unofficial salary in Ukraine,0.0
3635,"Syria demands guarantees, rebels say peace plan doomed",Syria demands written guarantee for troop pullback,0.64
3636,Minn. terminal reopens after evacuation,Minn. Terminal Reopens After Bag Causes Evacuation,0.76
3637,Golf: Westwood takes lead in Dubai Desert Classic,Westwood in front a Dubai Desert Classic,0.8
3638,Sudan Blocks YouTube Over Anti-Islam Film,Pakistan's PM orders YouTube halt over anti-Islam film,0.5599999999999999
3639,Polls open in Russian presidential election,Polls close in Senegal's presidential election,0.27999999999999997
3640,Chavez leaves again for Cuba for radiotherapy,Chavez set for more radiotherapy in Cuba,0.8800000000000001
3641,Romanian president declared victory,Chinese president concludes state visit to Denmark,0.12
3642,Russians rally support for Orthodox church over Pussy Riot controversy,Russian Orthodox Church rallies faithful after criticism,0.72
3643,Clinton lands in India to breathe life into ties,Clinton Warns Against Undermining Grameen Bank,0.27999999999999997
3644,Mali interim leader takes office,Mali's Interim President Sworn Into Office,0.8400000000000001
3645,Putin Declares Victory In Russian Presidential Vote,Putin 'wins' Russia's presidential election,0.76
3646,AL renews condemnation on Syria's violence,U.S. closes embassy in Damascus due to Syria violence,0.32
3647,EU slaps sanctions on Assad family,EU sanctions Assad's wife; mortars hit Homs,0.6799999999999999
3648,Air Force Instructor Faces Sentencing for Rape,Women testify at Air Force instructor's sentencing,0.36
3649,More than 30 striking miners killed,More than 30 striking miners killed in South Africa,0.76
3650,Israeli PM makes case on Iran to US voters,Israel blames Iran for attacks on its diplomats,0.24
3651,Music Industry Pays Tribute to Whitney Houston,Music industry mourns Whitney Houston,0.6799999999999999
3652,Iron Dome intercepts 17 rockets,Iron Dome intercepts two rockets fired at Beersheba,0.52
3653,Mali Islamists destroying 'more Timbuktu shrines',Mali Islamists destroy more holy Timbuktu sites,0.9
3654,China stocks end higher on PMI at midday,Chinese stocks open higher Thursday,0.36
3655,Scientists Resurrect Flowers from Prehistoric Seeds,"Nintendo trims red ink, lowers forecast for year",0.0
3656,Man convicted in Vatican leaks case,"Butler to be tried in ""Vatileaks"" case",0.52
3657,"Romney, Paul vie for Maine caucus win",Romney has narrow Maine caucus win,0.5599999999999999
3658,Sectarian clashes rock Lebanese city of Tripoli,"Sectarian clashes rock Lebanese city, 3 killed",0.76
3659,Repsol blasts Argentina over nationalization of YPF,Repsol blasts Argentina over oil nationalization,0.6799999999999999
3660,"Several dead, 550 injured in Argentina train crash",49 feared dead in Buenos Aires train crash,0.27999999999999997
3661,Aung San Suu Kyi to address British MPs,Burma's Aung San Suu Kyi to address parliament on June visit,0.8
3662,Sheriff: Man recovers stolen car 42 years later,US man recovers car 42 years after theft,0.8
3663,"Google CEO says Android important, not critical","Larry Page says Android important, not critical",0.8
3664,"Mursi takes oath of office, becomes Egyptian president",Morsi to take oath as first Egypt civilian president,0.76
3665,Iran may cut oil exports to more EU states,Iran MPs say ready to ban oil exports to some EU states,0.72
3666,Factory Fires Kill At Least 260 in Pakistan,At Least Six Dead in Pakistan Gunfight,0.16
3667,Australian among four on plane missing in Indonesia,Iranian painter Mansoureh Hosseini dies,0.0
3668,Romney vows to restore 'promise of America',Romney Promises to 'Restore America',0.76
3669,Santorum's 3-year-old daughter hospitalized,'Kony 2012' director hospitalized,0.12
3670,Syrian opposition pleads for criminal court action,Syrian opposition leader criticizes U.S.,0.44000000000000006
3671,Mandela released from hospital,Israeli president released from hospital,0.24
3672,Sunderland 2-2 Bolton: Davies double gets Trotters a point but they stay in bottom three,Sunderland 2-2 Bolton: Davies in at the double,0.8
3673,Jaya Prada all set to join BJP,"Jaya Prada likely to join BJP, Amar Singh to decide for her",0.76
3674,Five dead in Pakistan suicide blast,Over 120 dead in Pakistan factory blaze,0.12
3675,Hezbollah's Nasrallah warns US over anti-Islam film,Hezbollah calls for more anti-Islam film protests,0.5599999999999999
3676,"Syrian forces shell towns, clash with rebels",Syrian forces and rebels clash in coastal province,0.52
3677,Nadal tops Djokovic for 7th French Open title,Tennis: Nadal defeats Djokovic for Monte Carlo title,0.64
3678,Childcare costs rise by nearly 6%,"Childcare 'costing £15,000 a year'",0.6
3679,Obama urges decisive action on Europe debt crisis,Obama urges Europe to act quickly on crisis,0.6799999999999999
3680,Beef burger mix recalled over salmonella concerns,Choc powder recalled over salmonella concerns,0.2
3681,"Obama, Romney Prepare for First Debate","Obama, Romney prepare to debate",0.8400000000000001
3682,First significant gas found offshore Kenya,Raiders kill 38 in latest land clashes in Kenya,0.16
3683,Red Cross worker killed in Pakistan,Kidnapped UK aid worker killed in Pakistan,0.44000000000000006
3684,"At CPAC, Mitt Romney Stresses Conservative Credentials",CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base,0.64
3685,8 rockets fired from Gaza into southern Israel; none hurt,Ten rockets from Gaza land in southern Israel; none hurt,0.6799999999999999
3686,Glorious triple-gold night for Britain,Britain savors golden night on track,0.64
3687,Bahraini protesters and police clash after funeral,"Greek protesters, police clash as bailout deal in limbo",0.12
3688,U.S. soldier killed in shooting incident in S. Afghanistan,Five NATO soldiers killed in Afghanistan,0.32
3689,Polls close in Egyptian presidential election,Press Releases: Yemeni Presidential Election,0.16
3690,Police 'did not link' Savile claims,BBC faces questions for pulling Savile case,0.24
3691,Eurozone unemployment stays at record 11 percent,Eurozone unemployment hits record high,0.6799999999999999
3692,James Murdoch quits BSkyB,James Murdoch quits role at BSkyB,0.8400000000000001
3693,Iconic science fiction writer Ray Bradbury dies at 91,Science fiction legend Ray Bradbury dead at 91,0.96
3694,Egypt presidential election May 23-24,US presidential election 2012,0.12
3695,Four French soldiers killed in Afghan suicide blast,Four foreign soldiers killed in Afghan east,0.6799999999999999
3696,UN observers find traces of Syrian massacre,UN team investigates Syrian massacre,0.8
3697,AP poll: Majority in US have prejudice against blacks,AP Poll: Majority Harbor Prejudice Against Blacks,0.72
3698,AP Source: Redskins to trade for No. 2 pick,Redskins trade for No. 2 pick,0.8400000000000001
3699,China says defense budget to rise 11.2% in 2012,China's defence spending to rise 11.2%,0.8
3700,String of Iraq blasts kills at least 32,Strong Italy Quake Kills at Least Six,0.0
3701,Ecuador President Correa says no decision made on Assange asylum,Ecuador yet to decide on Assange's asylum,0.76
3702,Apple buying security firm AuthenTec for $356 million,News Summary: Apple buying AuthenTec for $356M,0.8800000000000001
3703,US offers US$10 mil. for Pakistan militant,US offers $10 million for Pakistani militant chief,0.76
3704,6 NATO troops killed in Afghanistan IED attack,6 NATO troops killed in Afghanistan,0.76
3705,Osama Bin Laden Wives to Be Jailed,Osama Bin Laden movie to be filmed in India,0.16
3706,Egyptians vote in landmark presidential election,Egyptians go to polls in historic election,0.8
3707,"JetBlue pilot who disrupted flight declared insane, not guilty",JetBlue pilot who caused disruption on flight not guilty,0.76
3708,Tsunami warning: No need for SA to panic,Tsunami warning after Aceh quake,0.44000000000000006
3709,US Hands Over Bagram Prison to Afghan Authorities,U.S. transfers Bagram prison to Afghan control,0.96
3710,Jeremy Hunt distances himself from adviser who 'overstepped the mark',Jeremy Hunt clings on as SpAd quits over News Corp emails,0.4
3711,Obama praises U.S.-Latin America trade ties,Obama Secret Service agents sent home,0.08
3712,Blitzbokke ousted by Fiji,Blitzbokke beaten by NZ,0.4
3713,Obama and Romney focus on swing-states,Team Anna yet to decide on contesting state polls,0.08
3714,Trade newspaper Variety up for sale,Hollywood trade publication Variety put up for sale,0.8
3715,'Grenade attack' kills one and injures at least 11,Sex attack on woman investigated,0.04
3716,Toulouse siege: Police surround flat of 'Islamic warrior' suspected of being serial killer,Toulouse shooting: France was on the highest level of security of security alert,0.36
3717,'Scores of bodies' found in Syria,Eight more bodies found on ship,0.27999999999999997
3718,Shooter charged with murder of US black teen,Thoughts on race relations under a black president,0.16
3719,Jonny Bairstow and Eoin Morgan shine for England in Mumbai,Bairstow hits ton in India tour match,0.36
3720,Australians flee homes amid floods,Australian speaker steps aside,0.16
3721,How wind farm developers 'use camera tricks to make turbines look smaller than they really are',Wind farm developers using 'tricks' to make turbines look smaller,0.8800000000000001
3722,US drone kills six militants in Pakistan: officials,US missiles kill 15 in Pakistan: officials,0.48
3723,"Wigan 3-2 Wolves: Match report, pictures & video highlights","Arsenal 0-0 Chelsea: Match report, pictures & video highlights",0.24
3724,UK spends £3m on foreign prisons,US spends $50m on carp invasion,0.32
3725,Nigeria: Nigerian troops swarm after 40 killed in student massacre,Nigeria police make arrests after college massacre,0.52
3726,Nerves Calmed -- For Now : Markets Jump on Relief over Spanish Bank Bailout,Focus Shifts to Greece After Spain Secures Bank Bailout,0.44000000000000006
3727,Heavy Fighting Reported in Syria's Aleppo,Heavy fighting reported in Damascus,0.27999999999999997
3728,France says Greece must show credibility for eurozone,France's Hollande backs Greece but urges credible reform,0.36
3729,Avengers sets box office record,The Hunger Games breaks US box office record,0.24
3730,4 French Soldiers Reported Killed in Afghanistan,British Soldier Killed In Afghanistan,0.2
3731,Spanish bailout dilemma gets more acute,Spanish dilemma gets more acute,0.6799999999999999
3732,NATO soldier dies in Afghanistan,Two Aust soldiers wounded in Afghanistan,0.12
3733,Chinese stocks open lower Wednesday,China stocks open lower Friday,0.48
3734,Palestinian leadership condemn Israeli FM call to oust Abbas,Palestinian leadership backs Fatah-Hamas Doha deal,0.2
3735,Mitt Romney wins Maryland GOP primary,Romney wins Maryland Republican primary,0.96
3736,Man finds car on eBay 42 years after it was stolen,Texas man finds his car 42 years after it was stolen,0.72
3737,Sylvester Stallone's son found dead in Hollywood,"Sylvester Stalloneâ€™s son, Sage Stallone, found dead in Hol",0.6799999999999999
3738,NATO: 4 aid workers rescued from Afghan insurgents,5 aid workers freed in operation in Afghanistan,0.5599999999999999
3739,Russia jails Pussy Riot protest punks for two years,Russian court to rule in Pussy Riot trial,0.36
3740,Germany dodges recession with growth in first quarter,"Eurozone avoids recession in Q1, thanks to Germany",0.4
3741,Israel bars German writer Grass from visiting over poem,Israel bars German author Grass over poem,0.8800000000000001
3742,"The Note's Must-Reads for August 1, 2012","The Note's Must Reads for Wednesday July 4, 2012",0.36
3743,NATO US troop detained over shooting of Afghan civilians,U.S. says saddened by shooting on Afghan civilians,0.48
3744,Hollande wins French presidential election,East Timor votes in presidential election,0.32
3745,Lance Armstrong drops fight against doping charges,Lance Armstrong calls it quits in fight against doping charges,0.96
3746,Military: Syria chemical stocks threaten Israel,Russia tells Syria chemical arms threat is unacceptable,0.36
3747,Fitch upgrades Ford to investment grade,Fitch restores Ford credit to investment grade,0.72
3748,"Syria peace plan conditions “unacceptable,” opposition says",Syria peace dashed as deadline passes,0.4
3749,Asian stocks rise after Greek vote eases fears,Oil rises after Greek election result,0.27999999999999997
3750,Clashes as Greeks protest against more cutbacks,Clashes erupt as Greek vote nears,0.48
3751,"9 dead, 11 hurt, 4 missing in Mont Blanc avalanche","6 dead, several missing in Mont Blanc avalanche",0.48
3752,"Taliban pose as 'attractive women, on Facebook for spying",Taliban soldiers posing as pretty women on Facebook to get troops' secrets,0.9199999999999999
3753,China activist Chen lands in US,Chinese activist renews call to fight injustice,0.24
3754,City Room: Empire State Building Shooting,2 dead in shooting outside Empire State Building,0.64
3755,Mohamed Morsi sworn in as Eygptian president,Mursi sworn in as Egyptian president,0.8800000000000001
3756,British soldier killed in southern Afghanistan,Two British soldiers killed in Afghanistan,0.6
3757,Attack on Nato base in Afghanistan kills 15,Aid workers freed in Afghanistan raid,0.2
3758,"Yemen Suicide Blast, Drone Attack Kill At Least 30",Spate of Iraq attacks kill at least six,0.2
3759,Torres moving on after Olympic bid fails,"Torres finishes 4th, misses out on sixth Olympics",0.6
3760,Obama silent on China dissident,Obama to visit Korean DMZ,0.12
3761,Pakistan begins demolition of bin Laden compound,Pakistan demolishes Osama bin Laden hideout,0.5599999999999999
3762,Sudan blames Israel for Khartoum arms fire,Sudan accuses Israel of airstrike on arms factory,0.72
3763,House-Senate deal reached on payroll tax measure,Negotiators reach deal on Congress payroll tax cut bill,0.76
3764,Prince Philip hospitalised in London,"Britain's Prince Philip hospitalised, to miss jubilee",0.72
3765,"Tropical Storm Isaac drenches Haiti, swipes Cuba",Tropical Storm Isaac threatens dam,0.27999999999999997
3766,'Desperate Housewives' Actress Kathryn Joosten Dies,'Housewives' actress Kathryn Joosten dies at 72,0.76
3767,Gaza rockets lands in Ashkelon Coast area; none hurt,Rocket fired from Gaza damages home in Sderot; none hurt,0.6
3768,Foreign pro-Palestinian activists seek to enter West Bank,100 pro-Palestinians seek to enter Israel at Allenby,0.44000000000000006
3769,Suicide Bomber Kills 6 in Afghan Capital,Suicide bomber kills 37 at mosque in Afghanistan,0.4
3770,"World stocks rise on hopes for EU, US stimulus",Stocks rise on hopes for a Fed stimulus,0.6
3771,"Gore Vidal dead at 86: Legendary author, playwright, and politician dies","Gore Vidal, celebrated author, playwright, dies at 86",0.8
3772,Egypt's Coptic Pope Shenuda III dies,Egypt prepares to bury Coptic Pope Shenuda III,0.72
3773,World stocks fall before Greek debt deal deadline,Asia stocks fall ahead of Greek debt deal deadline,0.48
3774,South Africa police shot dead 30 miners,South Africa police say they killed 30+ miners,0.8400000000000001
3775,"Isaac drenches Haiti, heads toward Cuba, Florida",Isaac nears Haiti with homeless quake population,0.48
3776,Britain reaches out to Syria opposition,Who cares about the Syrian people?,0.24
3777,Denver shooting: Police to detonate devices in suspect's home,Police to detonate devices in Colorado shooting suspect's home,0.9199999999999999
3778,Obama relaxes deportation rules for young immigrants,U.S. relaxes deportation rules for young people: Napolitano,0.8
3779,Microsoft's Surface a big bet on future: Analysts,"Microsoft's Surface tablet promising, but questions remain",0.76
3780,'Whitey' Bulger's girlfriend gets 8 years,"Mobster ""Whitey"" Bulger's girlfriend gets 8 years",0.72
3781,Mauritanian president shot by army unit,Mauritanian president shot at,0.76
3782,Syria hands over bodies of journalists,Syria TV says govt troops free captive journalists,0.27999999999999997
3783,Man sets himself on fire at Breivik trial,Man sets self afire outside Breivik trial,0.9199999999999999
3784,U.S. drone strike kills 10 in northwest Pakistan,US drone in Pakistan kills 10 suspected militants,0.76
3785,"9,000 U.S. Marines to leave Okinawa","9,000 U.S. Marines to move out of Okinawa: statement",1.0
3786,Toys R Us waives fee for layaway program,Wal-Mart lowers fee for holiday layaway program,0.36
3787,EU Set for New Sanctions on Iran,EU plans major new sanctions against Iran,0.8800000000000001
3788,Iran expands nuclear enrichment activities: IAEA report,Iran steps up sensitive nuclear work - IAEA,0.6
3789,"Donna Summer, Queen of Disco, dies at 63","Donna Summer, the queen of disco",0.6
3790,Assad meets with Red Cross officials in Syria,Assad makes Red Cross pledge,0.4
3791,"Iraqi Attacks Kill General, Four Police",Attacks in Iraq kill general and 4 others,0.8
3792,At least 80 dead in northwest Iran quakes,"180 dead, 1,300 injured in northwest Iran earthquakes",0.52
3793,Brazil's 'pop-star priest' gets mammoth new stage,Brazil's 'Pop-Star Priest' Gets Mammoth New Stage,1.0
3794,Washington: More Than 100 Are Charged in Medicare Fraud Sweep,Washington: Court Upholds Voting Rights Act in Alabama Case,0.12
3795,Putin claims victory in Russia's presidential election,Putin claims victory in presidential vote,0.8400000000000001
3796,Clinton ready to fight for Obama,Clinton a tough act for Obama to follow,0.2
3797,Romney announces Paul Ryan as running mate,Romney chooses Ryan as GOP running mate,0.8800000000000001
3798,European markets rise on Greek bailout hopes,European Ministers Are Poised to Approve Greek Rescue,0.44000000000000006
3799,"Edwards Acquitted on 1 Count, Mistrial on Others",Edwards found not guilty on one count; mistrial on others,0.9199999999999999
3800,Ukrainian weightlifter gets four-year doping ban,Ukraine's Korobka gets four-year doping ban,0.8400000000000001
3801,Gunman may have filmed school massacre,Killer may have filmed France school shooting,0.6
3802,Hong Kong stocks close down 0.28%,Hong Kong stocks open 0.62 pct higher,0.32
3803,Coroner: Whitney Houston died in bathtub,Coroner confirms Whitney Houston found in bathtub,0.9
3804,Suicide bomber attacks Algerian security base,Suicide bomber targets Nigerian church,0.16
3805,Thailand: Iranians planned to attack Israelis,Malaysia to extradite Iranian for attack on Israelis,0.2
3806,Israeli military court rejects appeal of Palestinian hunger striker,Israel reaches deal with Palestinian hunger strikers,0.24
3807,Japan suffers severe flooding - in pictures,Oklahoma wildfires destroy homes - in pictures,0.16
3808,Avengers sets box office record,'Hunger Games' sets box office records,0.32
3809,Putin 'Wins Russian Presidential Election',Putin 'wins' Russia's presidential election,0.8400000000000001
3810,Japan to deport Chinese held over island landing,German court weighs delay to euro fund ruling,0.0
3811,Putin casts ballot as Russians vote,Putin to win Russia's presidential election,0.27999999999999997
3812,"UN Chief Finds His Voice, Remains Cautious on China","Insight: U.N. chief finds his voice, but remains cautious on China",0.96
3813,Some Syria violence amounts to civil war-Red Cross,Some Syria violence qualifies as civil war -Red Cross,0.8800000000000001
3814,Libyans begin handing in weapons,Libyans transfer weapons to army,0.64
3815,British Archbishop of Canterbury changes career to Cambridge,Archbishop of Canterbury to step down amid rifts,0.48
3816,"Punjab Mail derails near Rohtak, 19 injured","Punjab Mail derails near Rohtak in Haryana, 19 injured",0.8400000000000001
3817,George Zimmerman 'to be charged' with killing Trayvon Martin,"George Zimmerman to be charged in Trayvon Martin case, official says",0.8
3818,Indian Maoist rebels offer talks to free Italian hostages,India: Maoist rebels in talks on freeing Italians,0.76
3819,Two reported dead in shooting at Empire State Building in NY,City Room: Empire State Building Shooting,0.5599999999999999
3820,Five dead in Pakistan suicide blast,At least 63 dead in Pakistan factory blaze,0.2
3821,Penn State football players react to sanctions,Penn State football slammed with NCAA sanctions,0.48
3822,Israel must release or try Palestinian on prolonged hunger strike,Israeli minister wants Palestinian leader's ouster,0.1
3823,UN report says both sides in Syria abuse rights,NATO leader plays down risk of Turkey-Syria clash,0.2
3824,Girl accused of burning Koran goes into hiding,Girl accused of burning Koran bailed,0.64
3825,Manchester United slashes price for US IPO,Manchester United Reveal Share Price Details,0.48
3826,Romney Wins Nevada Caucus,Romney shifts focus to Santorum ahead caucuses,0.2
3827,Soggy solstice: Stonehenge gets soaking,Summer solstice celebrated at Stonehenge despite rain,0.64
3828,France warns Syria over chemical weapons use,U.N. concerned at possible Syria chemical weapons,0.44000000000000006
3829,Life-threatening Midwest storms feared,'Life-Threatening' Storms Feared for Midwest,0.8800000000000001
3830,Chicago teacher strike nears end with 'framework' agreement in place,"General strike ends: Histadrut, Treasury reach agreement",0.16
3831,Indonesian president to visit UK,Indonesian president to visit Australia,0.27999999999999997
3832,ICC lawyer detained in Libya on security concerns,ICC lawyer held in Libya faces 45-day detention,0.6799999999999999
3833,Storm delays start of Republican convention,"Storm lashes Florida, delaying Republican convention",0.8800000000000001
3834,"Freight train derails, catches fire in Columbus, Ohio","Freight train derailment, explosion prompts evacuation",0.5599999999999999
3835,At least two Nato killed in Afghanistan helicopter crash: military,At least 18 killed in Afghan bomb attacks: officials,0.16
3836,President Mills must quit - Lecturer,President John Evans Atta-Mills Must Resign Now -NPP Germany,0.52
3837,Miami Heat wins NBA Finals,Miami Heat clinches NBA Championship,1.0
3838,Japan closes last nuclear reactor,Japan switches off last nuclear power plant this weekend,0.8400000000000001
3839,Ryanair in new bid for Aer Lingus,Ryanair chief hails report findings,0.24
3840,Russian Air Force celebrates 100th anniversary,Russian air force's 100th anniversary,0.8800000000000001
3841,6 NATO troops killed in Afghanistan,NATO Soldier Killed in Afghanistan,0.44000000000000006
3842,China yuan weakens to 6.3282 against USD Monday,China's yuan weakens against USD for third day,0.64
3843,Apple iPad mini makes debut,Apple iPad mini makes debut in Asia,0.6799999999999999
3844,Not so Super Tuesday for Mitt Romney,Romney leads Santorum in GOP Super Tuesday contests,0.32
3845,Putin sworn in as Russian growth falters,Putin sworn in as Russia's president for 6 years,0.48
3846,"ArQule, Daiichi stop lung cancer trial, shares tank",ArQule stock plunges as lung cancer study shelved,0.6799999999999999
3847,Teenager and father killed in crash,Three killed in horror crash are named,0.32
3848,6.1-magnitude quake strikes Indonesia,"6.1-magnitude quake hits Papua, Indonesia -- USGS",0.8400000000000001
3849,2 Americans Killed as Afghan Unrest Enters Fifth Day,Two American Officers Murdered As Afghan Unrest Continues,0.8400000000000001
3850,Breivik complains of 'ridicule',Breivik: Jail term 'ridiculous',0.36
3851,Officials: Romney to get Secret Service protection,Obama addresses Secret Service scandal,0.12
3852,Japan PM calls for quicker tsunami waste processing,Japan marks one year since quake and tsunami disaster,0.2
3853,Syrian fighter pilot defects to Jordan,Syrian PM defects to Jordan,0.27999999999999997
3854,Syrian Arab Republic (the): Syrian Arab Republic: Syrian Refugees (as of 28 June 2012),Syrian Arab Republic (the): More than 70 killed in Syria ahead of Annan return,0.24
3855,Suicide bomber kills 16 in Afghanistan,Suicide bomber kills 12 in Nigeria church,0.24
3856,Hamas hangs three Gaza prisoners,Myanmar announces release of prisoners,0.12
3857,Airlines cancel 'flytilla' activists' tickets to TA,UK Airline Cancels 'Flytilla' Tickets on Israel Objections,0.64
3858,Spain asks for bank rescue,Spaniard on trial for Cuban dissident’s death,0.04
3859,East Timor votes in presidential election,Venezuelans urged to vote in presidential election,0.2
3860,The murky waters of the South China Sea,Peace lies over the South China Sea,0.27999999999999997
3861,Sri Lanka seek one-day revival against Pakistan,Senior journalist killed in Pakistan,0.12
3862,"SpaceX docks with International Space Station: Up next, public travel?",SpaceX Dragon Docks With International Space Station,0.76
3863,Romney rocked by secret video,Romney taped at secret donor talk,0.5599999999999999
3864,'Million Muppet March' to defend Obama backing of PBS,Million Muppet March planned to defend U.S. backing for PBS,0.8
3865,Syrian opposition in reconciliation talks,Syrian Opposition Council to Establish Envoy in France,0.27999999999999997
3866,Sensex down 193 points on budget blues,Romney won't volunteer budget differences,0.2
3867,Facebook boosts size of IPO by 25pc to raise $15bn,Facebook boosts size of IPO by 25 percent,0.72
3868,Iran's Parliament Questions A Dismissive Ahmadinejad,Iran's parliament questions President Ahmadinejad,0.8
3869,Yemen suicide attack kills 7 soldiers: officials,Afghan suicide car bomb kills at least seven: officials,0.32
3870,Sunday Times journalist Marie Colvin killed in Syria,"Sunday Times journalist, French photographer 'killed in Syria'",0.5599999999999999
3871,KL shares higher at mid-afternoon,KL shares lower at mid-morning,0.32
3872,Chicago teachers strike in bitter contract dispute,Chicago teachers union delegates could end strike,0.48
3873,Presidential vote polarises Egyptians,GOP presidential hopefuls clash in Southern races,0.16
3874,Three more US soldiers killed in Afghanistan,NATO Soldier Killed in Afghanistan,0.36
3875,Police raise death toll in bus accident to 8,Rodney King death ruled accidental,0.08
3876,Four foreign soldiers killed in Afghan east,2 British soldiers killed in Afghan insider attack,0.16
3877,Eurozone agrees to lend Spain up to $125 billion,Eurozone to lend Spain up to 100 bil. euros,0.6799999999999999
3878,Red Cross worker killed in Pakistan,British Red Cross doctor kidnapped in Pakistan found beheaded,0.72
3879,"Afghan, US govts sign deal on controversial night raid","Afghans, US sign deal on night raids",0.76
3880,China mine accident kills 10,China truck accident kills 20,0.32
3881,Australia can eclipse England in Windies,Australian PM defiant under pressure over leadership,0.08
3882,Protests at Pussy Riot verdict,Pussy Riot verdict greeted with defiance,0.6799999999999999
3883,Secret Service sees its 'biggest scandal' over prostitutes,Secret Service sex scandal 'regret',0.44000000000000006
3884,Kuwait: Activists storm Syrian embassy; two injured,Activists storm Syria embassy in Kuwait,0.6799999999999999
3885,Details of Aung San Suu Kyi's visit to Ireland,Rapturous welcome for Aung San Suu Kyi's historic trip,0.6799999999999999
3886,Key says marae visit a lost opportunity,Key wants Waitangi marae visit to stay,0.44000000000000006
3887,Norway marks anniversary of massacre,Norway Marks Anniversary of Breivik's Massacre,0.76
3888,South Korean economic growth falls to 3-year low,S. Korean economic growth falls to near 3-year low,0.9199999999999999
3889,Woman killed by falling debris,When an ally declines,0.0
3890,Aust shares up 1% after interest rate cut,RBA delivers another rate cut,0.2
3891,Germany warns Greece: No more money without reforms,Euro zone to Greece: No rescue without reforms,0.52
3892,Israel to free Palestinian hunger striker,Israel asks US for arms that could aid Iran strike,0.16
3893,Obama to meet families of shooting victims,Obama to meet Batman gun victims,0.64
3894,Obama widens lead over Romney despite jobs data: Reuters/Ipsos poll,"Romney takes lead over Obama with convention ""bounce"": Reuters/Ipsos poll",0.2
3895,"Russia, China Veto UN Resolution on Syria","Russia, China veto UN resolution on Syria killings",0.76
3896,"Two killed, 19 injured in Toronto shooting","Two dead, 7 injured in Finland shooting",0.27999999999999997
3897,What the Pope's butler saw – aide arrested over Vatican leaks,Pope’s butler arrested in scandal over Vatican leaks,0.6799999999999999
3898,Anti-Putin protesters form human chain in Moscow,Anti-Putin protesters form human chain,0.76
3899,Juror: Sandusky appeared to accept his fate,Jerry Sandusky convicted of child sexual abuse,0.32
3900,Washington's Acts of Congress sells for $9.8M,George Washington's copy of US Constitution sells for $9.8m,0.52
3901,Lakers Fire Coach Mike Brown After 1-4 Start,Lakers fire Mike Brown after 1-4 start,0.8800000000000001
3902,Canadian Muslims issue fatwa against 'honor killing',"US, Canadian imams issue fatwa against honour killings",0.6799999999999999
3903,U.N. to take up Syria resolution,UN Assembly to Vote on Syria Resolution,0.72
3904,Soldier 'can't recall' massacre,US soldier ‘doesn’t recall massacre’,0.8800000000000001
3905,Not a good beginning: Hollande's plane hit by lightning en route to Berlin,French President Francois Hollande's plane hit by lightning en route to Berlin,0.8800000000000001
3906,Libya PM names new cabinet after protests over original,"Libyan assembly rejects new cabinet, dismisses PM",0.24
3907,4 foreign soldiers killed in Afghan east,4 French Soldiers Reported Killed in Afghanistan,0.76
3908,Syrian forces storm central town,"Syrian forces bombard Homs, Russia warns of civil war",0.5
3909,Pak: 20 dead in anti-Islam film protests,"25 injured in anti-Islam film protest in Islamabad, Pakistan",0.44000000000000006
3910,Cause of Whitney Houston's death could take weeks,Investigators seek answers to Whitney Houston's death,0.36
3911,N Korea warns of retaliation for South Korea drill,North warns of retaliation for Seoul's naval drill plan,0.72
3912,A Tale of Two Passes: How The New York Giants Won The Super Bowl,Lesser of two evils triumphs in Super Bowl,0.27999999999999997
3913,One dead in new Israeli strike on Gaza,Two killed in new Israeli strike on Gaza: medics,0.72
3914,Germany Likely to Press Russia on Syrian Crisis,What is Russia thinking on Syria? A brief guide,0.2
3915,Four seriously injured in M23 motorway crash,Four injured in motorway crash,0.72
3916,UN aid chief Amos enters Baba Amr with Red Crescent,"Syria's besieged Baba Amr is deserted, Red Cross says",0.4
3917,Dozens killed in Nigerian riots,Dozens killed in Kenyan clashes,0.2
3918,Profiles of Egypt's main presidential candidates,Second day of Egyptian presidential election,0.24
3919,Actor Gazzara dead at 81,Actor Ben Gazzara dies at 81,0.8800000000000001
3920,British gold rush silences gripes over cost,2 British soldiers killed in Afghan insider attack,0.12
3921,Avalanche buries at least 100 Pakistani soldiers,Avalanche buries over 100 Pakistani soldiers,0.9199999999999999
3922,Inflation falls to 15-month low: what the analysts say,Inflation falls to 15-month low,0.9199999999999999
