,Unnamed: 0,sent_1,sent_2,score
3207,,a competitor claims a prize as a result of the outcome of their participation in a competition.,be the winner in a contest or competition; be victorious;,2.2
3208,,an entity is able to exert a force of the magnitude specified by the target.,having strength or power greater than average or expected;,1.4
3209,,"an artifact is deliberately made or modified by an intelligent entity to be put to a certain kind of use. various properties of the artifact may be specified, such as its creator, time_of_creation, name, type, and the material of which it is composed. the artifact may or may not be a physical entity.",a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,0.2
3210,,a helper benefits a benefited_party by enabling the culmination of a goal that the benefited_party has. a focal_entity that is involved in reaching the goal may stand in for it.,give help or assistance; be of service;,1.5
3211,,"a speaker realizes a sign, usually a linguistic one, in some formal_realization. the formal_realization may be described as correct or incorrect in a judgment expression, or it may be partially indicated as a part_of_form. manner may be used as a more general indication of the formal_realization","speak, pronounce, or utter in a certain way;",0.6
3212,,"this frame covers words that name locations as defined politically, or administratively.",the territory occupied by a nation;,3.4
3213,,"the support, a phenomenon or fact, lends support to a claim or proposed course of action, the proposition, where the domain_of_relevance may also be expressed. some of the words in this frame (e.g. argue) are communication words used in a non-communicative, epistemic sense.","establish the validity of something, as by an example, explanation or experiment;",1.6
3214,,the authorities put a prisoner in prison as punishment for an offense.,a prison term lasting as long as the prisoner lives;,1
3215,,an agent manipulates an instrument in order to achieve a purpose.,put into service; make work or employ for a particular purpose or for its inherent or natural purpose;,1.4
3216,,this frame concerns a cognizer's certainty about the correctness of beliefs or expectations. it only includes uses where a cognizer is expressed.,be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt;,1.8
3217,,"the words in this frame describe situations in which an agent or a cause injures a victim. the body_part of the victim which is most directly affected may also be mentioned in the place of the victim. in such cases, the victim is often indicated as a genitive modifier of the body_part, in which case the victim fe is indicated on a second fe layer.","deliver a sharp blow, as with the hand, fist, or weapon;",0.8
3218,,"a useful_location is accessible to some (possibly generic) theme despite a potential barrier, or is not accessible because of the barrier.",having skin rich in melanin pigments;,0
3219,,"in a text, a source_of_information is given that provides a reader of the text with further information relevant to the text. in this frame the author and reader are completely deprofiled, with the source_of_information made salient.",seek information from;,1.6
3220,,"a speaker interprets a written text and speaks the contents, usually to an addressee. the contents may be the text verbatim or a representation of the text.","look at, interpret, and say out loud something that is written or printed;",3.4
3221,,"words in this frame have to do with a cognizer being aware (or not being aware) of the difference between two phenomena, which may be expressed jointly or disjointly.","be able to distinguish, recognize as being different;",2
3222,,"the support, a phenomenon or fact, lends support to a claim or proposed course of action, the proposition, where the domain_of_relevance may also be expressed. some of the words in this frame (e.g. argue) are communication words used in a non-communicative, epistemic sense.",imply as a possibility;,0.8
3223,,"this frame describes intentionally formed human social groups (here termed organizations) with some definite structure and members. they may be relatively informal, consisting only of a group of individuals who are aware of who is and who is not a fellow member, or they may be complex and long-lasting, such as the roman catholic church or the conservative party.",a formal association of people with similar interests;,2.25
3224,,in this frame an evaluee is described by a (usually implicit) judge with respect to the morality or rightness of his or her behavior.,stemming from evil characteristics or forces; wicked or dishonorable; -Thomas Hardy,0.6
3225,,"an author creates a text, either written, such as a letter, or spoken, such as a speech, that contains meaningful linguistic tokens, and may have a particular addressee in mind. the text may include information about its topic, although the latter is not an fe in this frame.",recite or repeat a fixed text;,1.33333333333333
3226,,"a controlling_entity, controlling_situation, or controlling_variable control a dependent_entity, dependent_situation, or dependent_variable. the latter, dependent, element or some aspect of it is not just influenced, but determined by the controlling element.",power to direct or determine;,2.6
3227,,this frame describes a situation in which an owner loses his or her possession. the owner may have failed to keep ownership of their possession (i.e. robbery or gambling) or may have unintentionally misplaced their possession.,"fail to keep or to maintain; cease to have, either physically or in an abstract sense;",2.2
3228,,"these adjectives describe the degree of strictness or tolerance of an agent, usually with regard to another person (the controllee) and often with regard to a particular issue. the strictness/lenience with respect to the issue may be manifested in (expressed by) an agent or by some medium (e.g., laws), or by some behavior of the agent, i.e., the controlling_act.",unsparing and uncompromising in discipline or judgment;,1.6
3229,,some stimulus causes a cognizer to think of a prior phenomenon due to its perceived similarity.,suggest the necessity of an intervention; in medicine;,0
3230,,"an artifact is deliberately made or modified by an intelligent entity to be put to a certain kind of use. various properties of the artifact may be specified, such as its creator, time_of_creation, name, type, and the material of which it is composed. the artifact may or may not be a physical entity.",a flat portable surface (usually rectangular) designed for board games;,0
3231,,"authorities charge a suspect, who is under suspicion of having committed a crime (the charges), and take him/her into custody.the police arrested harry on charges of manslaughter.",record a charge in a police register;,0.8
3232,,the reader attends to a text to process its information. sometimes a particular kind of phenomenon is sought in the text.,interpret something that is written or printed;,1.8
3233,,this frame contains nouns denoting a rank or level within an established hierarchy.,(usually plural) the status or rank or office of a Christian clergyman in an ecclesiastical hierarchy;,1.6
3234,,"a text is an entity that contains linguistic, symbolic information on a topic, created by an author at the time_of_creation. it may be a physical entity that is made of a certain material etc. it may be constructed for an honoree.",a written work or composition that has been published (printed on pages bound together);,3
3235,,an insulator is judged for its potential to increase the body temperature of an experiencer. the activity that the experiencer engages in to experience the heat and the circumstances in which the insulator is judged may also be provided.,having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat;,1.4
3236,,"an entity exists at a particular location, at a particular time, as observed by an implicit observer. a depictive and/or duration phrase is often found. this frame differs from existence in that the location is profiled as a ground where an observer is conceived of as confirming the entity's existence.     in some cases, the location may be recoverable from phrases that primarily express peripheral information",the state of being absent;,0.4
3237,,an entity undergoes some change (the event) that is (or is construed as) punctual. (this frame exists mainly to allow common fes to be inherited.),"affect or afflict suddenly, usually adversely;",0.6
3238,,"the locale is a geographical location as defined by shape. this frame includes natural geographic features, including land/ice forms and bodies of water.",a narrow channel of the sea joining two larger bodies of water,0.8
3239,,an entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) judge.,very pleasing to the eye;,3.2
3240,,"the words in this frame describe a period of time, as opposed to a point in time.",an indefinite period (usually marked by specific attributes or activities);,2
3241,,"an agent or entity becomes sufficient enough to meet a standard. alternatively, an action or occurrence can be thought of as event that fulfills a standard. in this frame, the agent, entity, or event can be conceptualized as being on a scale where a change of value or circumstances brings it in line with the position of the standard on the scale.",fill or meet a want or need,1.2
3242,,an entity stands out perceptually in comparison to other members of its type.,characterized by an absence or near absence of agitation or activity;,0.4
3243,,"the answer to one open question, the outcome, is dictated (partially or completely) by the answer to another open question, the determinant, i.e. if the answer to the determinant is known, the answer to the outcome can be predicted. the degree of predictive power and the circumstances under which the dependency holds can also be expressed.",a relation such that one thing is dependent on another;,2.4
3244,,this frame describes the attributes of a thermodynamic phase of matter.,(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container);,1.2
3245,,"these words describe the size of message that a speaker is judged by a (usually unexpressed) judge to give, either in a specific occasion or topic or in general. as in other communication frames, medium may also be expressed.",free of noise or uproar; or making little if any sound;,1
3246,,"an entity is presented as having been seen or experienced by a (typically generic and backgrounded) cognizer on a certain number of occasions, causing the entity to have a certain degree of recognizability for the cognizer.",be familiar or acquainted with a person or an object;,2.6
3247,,"words in this frame describe the status of an action with respect to a code of laws or rules. an object may also be in violation or compliance of the code by virtue of its existence, location or possession.",(of a baseball) hit between the foul lines;,0.2
3248,,"these words refer to parts merging to form a whole. (the parts may also be encoded as part_1 and part_2.) there is a symmetrical relationship between the components that undergo the process, and afterwards the parts are consumed and are no longer distinct entities that are easily discernable or separable in the whole.",a collection of things that have been combined; an assemblage of separate parts or qualities,3
3249,,"a man-made artifact, digital or physical, which is used to display information presented via the object.",a vertical surface on which information can be displayed to public view,2
3250,,"words in this frame have to do with a cognizer believing that some phenomenon will take place in the future. some words in the frame (e.g. foresee.v) indicate that the phenomenon is asserted also to be true, while others do not.",look forward to the probable occurrence of;,2.2
3251,,a helper benefits a benefited_party by enabling the culmination of a goal that the benefited_party has. a focal_entity that is involved in reaching the goal may stand in for it.,help to some food; help with food or drink;,2
3252,,an entity is integrated into a building as a part of a (possibly unexpressed) whole which may refer to the whole building or merely to a sub-part of the building.,a pane of glass in a window;,0.6
3253,,the words in this frame refer to facial expressions and the possessors of those expressions.,the feelings expressed on a person's face;,3.4
3254,,geography as defined by its use.,a district that has been developed to serve some purpose;,2.4
3255,,"a phenomenon is portrayed with respect to the degree of likelihood that it will be perceived and known, given the (usually implicit) evidence, perceiver, and the circumstances in which it is considered. for several of the lus, such as visible, audible, etc., the type of the evidence is fixed by the targets themselves being a perceptual experience.",be or become visible or noticeable;,3.2
3256,,this frame concerns a specific subset of instances of a type which are evaluated in terms of their similarity to a conceptual prototype of the type. the judgment of exemplariness may be made along a certain domain.,devoted (sometimes fanatically) to a cause or concept or truth;,0
3257,,an entity can bear a great outer force so as to resist destruction and damage.,immune to attack; incapable of being tampered with;,2.2
3258,,lus in this frame modify a gradable attribute and describe intensities at the extreme positions on a scale.,surpassing what is common or usual or expected;,0.8
3259,,an authority with the power to make decisions hands down a finding over a question presented in a formal or informal case.,decide with authority;,2.8
3260,,"this frame covers words that name locations as defined politically, or administratively.",the territory occupied by one of the constituent administrative districts of a nation;,3.2
3261,,a speaker characterizes the intensity of an attribute of an entity by a degree.,intensely or extremely bad or unpleasant in degree or quality;,1.8
3262,,"an agent expends effort towards achieving a goal. alternatively, a salient_entity involved in the goal can be expressed in place of a goal expression.",activity directed toward making or doing something;,1.2
3263,,this frame has to do with scientific taxonomy. the lexical units in this frame include the seven major classifications in which organisms are grouped based on common biological characteristics. these classifications are labeled rank in this frame. the members or subtype of the rank is often expressed with the use of the target-denoting noun.,(biology) taxonomic group containing one or more families,2.8
3264,,this frame contains words referring to items of food.,a particular day specified as the time something happens;,0
3265,,"a person or institution is being described in terms of their wealthiness, in other words the amount of money in their possession.",having little money or few possessions;,0.8
3266,,an experimenter conducts an experiment based on a hypothesis. this experiment contains a control_group or controlled_individual which is compared with a treatment_group or treated_individual in order to determine the result.,a standard against which other conditions can be compared in a scientific experiment;,2.6
3267,,a speaker characterizes the intensity of an attribute of an entity by a degree.,not faint or feeble;,0
3268,,"this lus in this frame refer to biological entities labeled by the fe organism. an organism is described as something that can be alive, or have naturally occuring biological processes and functions, however the concept of life is often used metaphorically for non-organic entities which resemble or act as if they have organic life.",living things collectively;,1.6
3269,,this frame contains nouns denoting aggregates of individuals. the aggregates may be described by an aggregateproperty.,a number of sheets (ticket or stamps etc.) bound together on one edge;,0.2
3270,,this frame has to do with the repetition (and especially the frequency of repetition) of an event. many of the adjectives and adverbs in this frame are based on nouns in the calendric_unit frame.,having no special distinction or quality; widely known or commonly encountered; average or ordinary or usual;,0
3271,,"this frame contains transparent nouns (and some adjectives) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group, set, these quantity do not have a status as wholes on their own. initially, at least, we annotate both quantity of masses and of individuals in this frame, though we may split the frame along these lines later on.",not excessive or extreme;,0
3272,,the size of an entity is assessed in terms of the degree by which it deviates from the norm. the size refers to the amount of three-dimensional space that is occupied by the entity.,relatively large in size or number or extent; larger than others of its kind;,1.8
3273,,an agent or cause makes a new_member part of group. the group may be represented by an individual existing_member if it implies the existence of a set of members.,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of;",1.6
3274,,lus in this frame denote that the instance of a type is contextually notable. this frame typically requires dual fe layer annotation; see below.,separate and distinct from others of the same group or category;,0.4
3275,,"in this frame, which is a part of the trial sequence, a judge gives a finding with respect to the charges against the defendant in a particular case.",decide on and make a declaration about;,0.8
3276,,this frame concerns entities conventionally being referred to by particular names.,a language unit by which a person or thing is known;,2
3277,,"the lexical units in this frame have to do with an entity being in a state of order or disorder. often the entity is unexpressed in this frame and is, therefore, marked as a null instantiation.",established customary state (especially of society);,0.6
3278,,"the lexical units in this frame are descriptions of a cognizer's attitude about or outlook on a state_of_affairs.     the state_of_affairs can be expressed without a cognizer in many cases, as shown in the following",showing a brooding ill humor;,0
3279,,a salient subevent has a pattern of recurrence within a larger process.,rhythm as given by division into parts of equal duration,0
3280,,a cognizer introduces a new_idea into society.,"make a discovery, make a new finding;",2.6
3281,,"an experiencer actualizes a certain pattern of behavior, a lifestyle, which persists for a significant period of time in the experiencer's life and is recognized as part of his character or normal routine. the lifestyle is not necessarily realized intentionally, and may just be the result of circumstance.",a characteristic state or mode of living;,2.6
3282,,"a person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity.",animation and energy in action or expression;,2.66666666666667
3283,,this frame contains lus that express the form which a piece of artwork represents. the form may also represent the entire body of an artist's work. the form may be further characterized by the time of some artwork's creation or other descriptors.,(architecture) one of original three styles of Greek architecture distinguished by the type of column and entablature used or a style developed from the original three by the Romans,0.6
3284,,geography as defined by its use.,a place where work is done;,0.2
3285,,an entity meets the pre-conditions for participating in an event. a degree modifier may be included to indicate by how much the entity exceeds or falls short of the minimum requirements.,(usually followed by `to') having the necessary means or skill or know-how or authority to do something;,0.4
3286,,"a person (the cognizer) comes to believe something (the content), sometimes after a process of reasoning. this change in belief is usually initiated by a person or piece of evidence. occasionally words in this domain are accompanied by phrases expressing topic, i.e. that which the mental content is about.","establish after a calculation, investigation, experiment, survey, or study;",2
3287,,"this frame contains verbs and nouns that communicate the act of a speaker to address a message to some addressee using language. a number of the words can be used performatively, such as declare and insist.",state or say further;,1
3288,,"this frame is concerned with the likelihood of a hypothetical_event occurring. the hypothetical_event is its only core frame element.  notice that in the case where a noun phrase is the subject of the support verb, that np is also tagged as hypothetical_event.",involving substantial risk;,0
3289,,in this frame an ingestor takes a substance into his or her body. the delivery_device can appear as a direct object.,take or consume (regularly or habitually);,1.8
3290,,"the hearer receives a message or communication on a particular topic. words in this frame denote events of verbal communication, but express the hearer rather than the speaker as an external argument.",to hear and understand;,2.6
3291,,"the locale is a geographical location as defined by shape. this frame includes natural geographic features, including land/ice forms and bodies of water.",material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use);,0.8
3292,,this frame has to do with scientific taxonomy. the lexical units in this frame include the seven major classifications in which organisms are grouped based on common biological characteristics. these classifications are labeled rank in this frame. the members or subtype of the rank is often expressed with the use of the target-denoting noun.,(biology) a taxonomic group containing one or more genera;,2.8
3293,,a perceiver determines the location of a sought_entity within a ground.,come upon after searching; find the location of something that was missed or lost;,2.4
3294,,"in this frame a speaker asks an addressee for something, or to carry out some action.","(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed;",2
3295,,"a piece of evidence indicates that an event occured, or metonymically, entity had formerly existed, in a location.",an indication that something has been present;,3.2
3296,,"a competition comes to an end, with a competitor tying, winning, or losing against an opponent (or opponents) according to their score. (in the symmetrical situation of a tie, the competitor and opponent may be jointly mentioned as competitors.) according to the score that the competitor and opponent have achieved, they may receive a rank or a prize. the margin may also be mentioned.",finish third or better in a horse or dog race;,1.2
3297,,Drug lord captured by marines in Mexico,Suspected drug lord known as ‘El Taliban’ held in Mexico,2.6
3298,,SC dismisses govt's review plea in Vodafone tax case,SC dismisses govt's review petition on Vodafone tax verdict,4.4
3299,,Explosion hits oil pipeline in Syria's Homs,Explosion hits pipeline as Assad attacks cities,2.6
3300,,NATO Soldier Killed In Afghan Attack,NATO soldier killed in S. Afghanistan,3.8
3301,,Castro celebrates 86th birthday Monday,Fidel Castro celebrates 86th birthday,4.2
3302,,Israel ex-spy warns against 'messianic' Iran war,Israeli ex-spy boss: no trust in leadership over Iran – video,3
3303,,Eye Opener: Supreme Court rules on Arizona immigration law,U.S. Supreme Court issues split ruling on Arizona immigration law,3.8
3304,,NATO traces path out of Afghanistan,NATO Leaders Commit to Afghanistan Transition,3.2
3305,,Syria says suicide bomber kills 10 in Damascus,Damascus 'suicide bombing' kills 10,4
3306,,"Sachin Tendulkar says I'm not God, I'm Sachin",Sachin Tendulkar scores cricket's first 100th century,0.8
3307,,Tropical storm heads for pass along Honduras coast,Tropical storm warnings for Southeast coast,1.4
3308,,Australian PM Gillard set to win leadership challenge,Australian PM defiant under pressure over leadership,2.4
3309,,Obama backs Philippines over South China Sea,Obama says clear rules needed to calm South China Sea,2.4
3310,,"Teenager in China kills 8, wounds 5 in knife attack",Teenager kills 8 in knife attack,3.2
3311,,Syrian rebels move command from Turkey to Syria,Free Syrian Army moves headquarters from Turkey to Syria,3.8
3312,,Knesset speaker: Obama reelection bad for Israel,7 states sue over Obama administration's birth control rule,0.4
3313,,Netanyahu set to call early vote,Israel's Netanyahu set to call early vote,4.4
3314,,Greece bond exchange the largest debt restructuring in history,Greece secures biggest debt deal in history,2.8
3315,,Putin 'Wins Russian Presidential Election',Polls open in Russian presidential election,1
3316,,Suicide bomber kills 12 in Nigeria church,Suicide bomber kills 21 in NW Pakistan,0.75
3317,,Indian finance minister quits to run for president,Julian Assange Plans to Run for Australian Senate,0.2
3318,,Jerry Sandusky found guilty in child sex abuse trial,Sandusky found guilty in child sex abuse trial,3.8
3319,,Three Tibetans self-immolate in western China: report,7 Tibetans self-immolate in China,2.4
3320,,White House in damage control over Obama Supreme Court remarks,Fact check: Obama's Supreme Court remarks,3.6
3321,,Annan warns talks of Syria risks,"Putin, Annan meet on Syria crisis",2
3322,,"Quartet calls on Israelis, Palestinians to end irritants",Occupation to confiscate 30 dunums of Palestinian land in Deir Estia,1.4
3323,,Saudis to permit women to compete in Olympics,Saudi Women Allowed To Compete At Olympics,4.8
3324,,Nigeria university mass attacked by gunmen,Nigeria: University Bombed in North,2.2
3325,,US says ready to help blind Chinese activist,U.S. ready to help Chinese activist: official,3.4
3326,,China's Cabinet promises to boost economy,China's Wen promises job creation,3.2
3327,,"Annan, UN chief call on Security Council to act on Syria","Russia, China veto UN Security Council resolution on Syria",1.8
3328,,Green Lantern to be reintroduced as gay by DC Comics,Green Lantern to be relaunched as gay superhero,4
3329,,Military plane crashes in south France: authorities,"Military plane crashes in southeastern Turkey, 1 dead",1
3330,,Tropical Storm Isaac boosts jobless claims,"Tropical Storm Joyce forms, stays in open Atlantic",1
3331,,Gazans fire 2 rockets into Israel; no injuries,2 Gaza rockets hit Israel; no injuries,4.8
3332,,Freddie Starr Arrested In Savile Abuse Probe,Third man arrested in Savile sex abuse probe,3.2
3333,,Romney announces Paul Ryan as running mate,Romney names Ryan as running mate,5
3334,,"Stocks rise early after Greek deal, then flatten",Stocks edge higher after Greek debt deal,3.6
3335,,Suicide bombing rocks elite Yemen military camp,Suicide bombers attack Yemen military posts,4
3336,,NATO: 2 International Troops Killed in Afghanistan,Three NATO troops killed in one day in Afghanistan,2.2
3337,,Moscow protesters demand Vladimir Putin's resignation,Moscow protest against Vladimir Putin smaller and quieter,1.8
3338,,Saudi gas truck blast kills at least 22,Nigeria church blast kills at least 12,0.6
3339,,French election turnout higher than expected,French presidential election: first round - live updates,1
3340,,Australia to establish the world's largest marine reserve,Australia creates world's largest marine reserves,4.4
3341,,"Two U.S. soldiers shot, killed by Afghan soldier",Two British soldiers killed by Afghan policeman,1.6
3342,,Italy soldiers die in Afghanistan,Two UK Soldiers Killed In Afghanistan,1.4
3343,,Abbas to lead Palestinian unity government,Abbas proposed as PM in interim unity government,4
3344,,Egypt’s Coptic Church Names New Pope,Egypt's Coptic Church Prepares to Choose Pope,2.8
3345,,Malawi Officially Confirms President's Death,Malawi confirms President Mutharika's death,3.6
3346,,Mali's Tuareg rebels declare independence,Mali rebels declare independent 'Azawad',3.8
3347,,Lance Armstrong stripped of Tour de France titles,Lance Armstrong plots strategy after loss of titles,1.4
3348,,Egypt votes on final day of presidential election,Polls open in France for presidential election,1
3349,,Berri says ready to help launch national unity government,The perception of Spain has changed dramatically with this government,0.4
3350,,Is Madeleine McCann Still Alive?,"Reopen Madeleine case, police urge",0.6
3351,,13 dead in Iraq bomb attacks,16 killed in north Iraq attacks,1.8
3352,,Aussie surfers find stricken asylum seekers,Mayday: fears for asylum seekers,1.4
3353,,ISAF: 4 coalition troops killed in attack involving Afghan police,"NATO says four troops killed in ""insider"" attack in Afghan south",3
3354,,Coty launches $10 billion bid for rival Avon,Coty bids $10 billion for Avon,4.6
3355,,UN Security Council unanimous vote on Syria,UN Security Council to vote on up to 300 Syria monitors,3.2
3356,,Gunman kills 6 in shooting at Wisconsin Sikh temple,Gunman kills six in shooting at Sikh temple in Wisconsin,5
3357,,Audi to buy motorcycle maker Ducati,Probe into motor insurance market,0.6
3358,,Hurricane Isaac Moves Inland After Landfall,Hurricane Isaac batters US coast near New Orleans,2.4
3359,,China news agency: Still hope for Syria peace,China state news agency: There's still hope for Syria peace,4.2
3360,,22 dead in suicide attack on Yemen police academy,AU forces intensify attack on Somali rebels,0.4
3361,,South Korea Orders Immediate Shutdown of 2 Nuclear Reactors,South Korea to boost nuclear power?,1.2
3362,,Nigeria mourns over 193 people killed in plane crash,Nigeria opens probe into deadly air crash,1.6
3363,,"US, allies to set demands for Iran nuclear talks",'Iran won't accept pre-conditions to nuclear talks',1.6
3364,,AOL says to sell 800 patents to Microsoft for $1.0 bn,AOL to sell 800 patents to Microsoft for $1 billion,4.8
3365,,Thousands of troops to march for Jubilee,Thousands flock to Amsterdam for Queen's Day,1.2
3366,,Middle East: Israel: Hamas Leader Convicted,Middle East: Iraq: 17 Prisoners Escape in Kirkuk,0.8
3367,,Navy Jet Crashes Into Apartment Building,US Navy Jet Crashes into Apartment Block,4.2
3368,,Woman dies after abortion refusal,Woman dies after cliff collapses in Dorset,0.6
3369,,Greece votes in crucial election,Greece looks set for repeat election,1.8
3370,,U.S. and Turkey weigh no-fly zones for Syria,U.S. and Turkey Tighten Coordination on Syria,2.2
3371,,Death toll rises to 236 after Brazzaville blasts,Rep. of Congo: 236 Dead After Arms Depot Blasts,3.6
3372,,I'll Have Another retired to stud,I'll Have Another wins Preakness,1
3373,,Syria journalists rescue bid fails,Journalists smuggled out of Homs,0.6
3374,,New sex claim hits Secret Service,New rules for US Secret Service,1.8
3375,,Iran warns Moscow nuclear talks could stall,Iranians “confess” to nuclear scientist murders,1.2
3376,,Mohamed Morsi sworn in as Eygptian president,Mohamed Morsi sworn in as Egypt's President,4.6
3377,,Rimsha Masih released on bail,Mandela released from hospital,0
3378,,1 person killed in sectarian clashes in Lebanon,180 killed in Iran earthquake,0
3379,,ICC jails Congolese warlord for 14 years over child soldiers,Congolese warlord sentenced to 14 years in landmark case - video,3.2
3380,,Gains in financial stocks push up European equities,British Christians take complaints to European court,0
3381,,Turkey Raises Alarm Over Syrian Refugees,Turkey seeks to relocate some Syrian refugees,1.6
3382,,1 person killed in sectarian clashes in Lebanon,Nine killed in Syrian-linked clashes in Lebanon,1.4
3383,,Suspected al-Qaeda financier arrested in France,Three al Qaeda suspects arrested in Spain,1.6
3384,,"No damage, tsunami after 6.6 quake hits off Indonesia's Sumatra",5.9 quake hits Indonesia s Sumatra: USGS,1.6
3385,,IAF strike Gaza terror hubs,IAF strikes Gaza terror cell; 1 dead,3.2
3386,,Israeli air strikes kill 16 in Gaza,Israel air strikes kill 4 in Gaza; death toll now at 38,2.2
3387,,"18 killed, 108 wounded in wave of bombings in Iraq","9 killed, 31 wounded in car bombs in Iraq's Kirkuk",1.4
3388,,Palestinian prisoner ending hunger strike after deal,Israel to free Palestinian hunger striker,2
3389,,Hezbollah confirms it sent drone downed over Israel,Hezbollah says it sent drone over Israel,3.4
3390,,Rebel fighters 'capture' Syrian soldiers,Free Syrian Army captures Syrian officers,3.2
3391,,Colorado shooting suspect was under psychiatrist's care,Doctor treating Aurora shooting suspect had medical reprimand,2.4
3392,,6.6 quake rocks Indonesia's Papua: USGS,6.6 quake rocks Indonesia's Papua: US Geological Survey,4.8
3393,,US senators penalize Pakistan for jailing doctor who aided CIA,US decries Pakistan doctor's fate,2.8
3394,,What time is Andy Murray v Roger Federer in the Wimbledon men's final? All you need to know about the big game,What time is the Paralympic Opening Ceremony? Everything you need to know about the big curtain-raiser,0.4
3395,,New Jersey School Bans Hugging,US school bans hugging,3.6
3396,,Iran (Islamic Republic of): Iran steps up relief efforts after quakes kill 227,Iran steps up relief efforts after quakes kill 227,4.6
3397,,Tsunami warning issued for southern Alaska,Tsunami warning after Canada quake,2.4
3398,,'No Evidence' In Afghanistan Massacre Case,"US toll in Afghanistan hits 2,000",0.8
3399,,"Cash-rich Apple to pay dividend, buy back shares","Apple to pay $2.65/share dividend, buy back $10B stock",3.8
3400,,"7 soldiers killed, 56 injured in PKK attack in eastern Turkey","3 killed, 14 injured in attacks in Iraq",0.4
3401,,Two reported dead in shooting at Empire State Building in NY,2 dead in shooting outside Empire State Building,4.6
3402,,Australian unemployment up to 5.1 percent,French unemployment rate rises to 10 percent,1
3403,,Shares Move Higher on Wall Street,Sandy strengthens as nears coast; Wall Street shut,0.4
3404,,Halliburton 1Q income rises 23 pct,Halliburton Q1 profits rise on strong North America sales,2.6
3405,,Syrian envoy to Cyprus defects to Qatar,Syria deploys more troops despite peace deal,0.8
3406,,4 killed in shrine bombing in northwest Pakistan,12 killed in U.S. drone strike in NW Pakistan,0.8
3407,,China stocks close mixed Friday,China stocks open lower Friday,1.6
3408,,India bans bulk texts after riots,Tunisia lifts curfew after riots,0.8
3409,,UN monitors yet to reach site of Syrian 'massacre' – video,UN monitors shot at on way to Syrian massacre site,2.4
3410,,Yorkshire soldier killed in Afghan bomb blast,Soldier killed in Afghanistan blast,3.6
3411,,Radical Islamists in Mali enlist new militia,Local Militia Bolsters Islamist Militants in Mali,3.75
3412,,Olympics Opening Ceremony A Hit Around Globe,Opening ceremony gives Olympics a rocking start,4.2
3413,,Schiphol airport partly evacuated after bomb threat,Schiphol airport evacuated due to bomb threat,4
3414,,Man killed in French terror raid,Man dies in French 'anti-terror operation',4.8
3415,,Dali painting stolen from gallery,Salvador Dali painting snatched from New York gallery,3.8
3416,,Capello quits as England manager,Capello resigns as England manager,5
3417,,One dead in Ohio school shooting,"1 dead, 4 wounded in Ohio school shooting",3.2
3418,,2 Palestinians killed in Israeli airstrikes,Four Palestinians killed in IAF strike,2.4
3419,,Pakistan condemns U.S. drone strikes,Pakistan convoy heads to protest US drone strikes,3.2
3420,,Massive Hurricane Sandy bears down on U.S. East Coast,"Hurricane Sandy gains speed, batters US east coast",4
3421,,Sarkozy to File Complaint in Gadhafi Funding Claim,Sarkozy to sue after Gaddafi cash claim bursts into campaign,3.6
3422,,"The Note's Must Reads for Wednesday July 4, 2012","The Note's Must-Reads for Wednesday, May 30, 2012",2
3423,,'Iran will attack Tel Aviv if Israel strikes',Senior cleric: Iran will attack Tel Aviv if Israel strikes,4.4
3424,,"Annan urges end to Syria violence, minister defects",Annan urges end to Syrian violence,3.8
3425,,Gusmao consolidates power in East Timor elections,Supreme Court possibilities if Romney wins election,0
3426,,Pena Nieto wins Mexico presidential vote: exit polls,Poll: Putin to win Russia presidential vote,0.6
3427,,Syria tells Russia some troops have pulled out of Homs,Syria says troops have begun pullout – video,3.4
3428,,Nigeria plane crash: No survivors,4 Chinese among Nigeria plane crash victims,2.6
3429,,MIER ups 2012 growth forecast to 4.2pc,CMIE cuts 2012-13 growth forecast to 6.3%,0.8
3430,,Explosion at Venezuela Refinery Kills at Least 39,Venezuela mourns oil refinery blast deaths,2.8
3431,,Strong earthquake hits Mexico,Strong earthquake strikes near Acapulco,3.6
3432,,"Russia, China veto UN resolution on Syria killings","Russia, China in double veto of UN Syria resolution",3.8
3433,,Colorado shooting suspect was in therapy,Lawyers: Colo. shooting suspect is mentally ill,4.2
3434,,Suicide bomber kills 4 near NATO's Afghan HQ,Suicide bomber kills 23 at Afghan wedding,1.6
3435,,Pakistani plane crashes with 127 on board,Pakistani Plane Crashes With 130 People On Board,2.6
3436,,UN security council orders global sanctions against Haqqani network in Afghanistan,UN orders global sanctions against Haqqani network,4.4
3437,,Erdogan and Putin talked in raised voice,Foreign militants killed in Somalia in strike on car,0
3438,,Saudi Arabia arrests suspected militants with al-Qaeda links,"Saudi Arabia arrests suspected militants, state media reports",4
